,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958861363890296,4.00815326662462,4.975773512964337,3.569739807414496,4.604550943038722,4.333072811578359,2.7019193972694535,4.419328073373716,4.314194042953549,4.532051888130649,3.701853721304491,4.157025333964864,4.45524327512295,4.969884269760887,3.3098973292660108,4.018390413063714,2.8038094256042387,3.3775485158398872,4.022335946964867,4.073893184604237,4.566197988644678,4.125437791088885,3.210526125327658,4.32845789405185,4.3975933541586905,4.0576973812542665,4.187579062664809,4.180496705153485,3.778537861204529,2.9935077876063394,3.2240736420934035,3.133268393237159,4.9948181619423675,3.013183672949647
12,4.989607722839248,4.648856337737834,4.9820333533305545,3.998589057066623,4.919261687898312,4.876855189404715,3.5071586233634187,4.981904312866476,4.768193815079968,4.759857460326397,3.3324192176316543,4.0229998863507275,5.238397824398647,3.026809879406281,4.975824063293373,4.021160608157158,3.352422791300921,2.8323982935710212,4.955535478344218,4.919765205446876,4.349303672468745,4.394356619931616,4.974386846964621,4.725892366188074,4.003437974833623,4.3025708237349924,4.388778508296034,4.1458263199288705,4.67580188916801,5.200336077163804,1.9757592684776983,4.638140025355718,4.225698650605981,4.202943807472994
13,4.001987651908445,4.330892305197213,4.173554512740154,3.769862667670572,4.860453325134898,4.101469444584528,4.927607486022066,4.055928983839387,4.536367380027563,4.940560563372026,3.5510553899630795,3.5315720733035496,4.001208713004799,2.9801004672296667,3.9735726664421627,3.4052357338253403,1.776092354188245,2.746388774787427,2.78745608236282,4.136343174886563,4.894356774096277,4.007964454974894,3.0102277225443017,5.36279337506874,3.2992328791438084,3.971434686569096,4.672145526842111,3.9711544687131317,2.050255473934133,4.132401675783736,0.7970268795513799,3.9316890009207883,3.9715838045387977,4.209073730125184
14,4.976519500187745,4.032873973708439,4.991712600373364,3.8036539506417175,4.986224393958893,4.557523715144202,3.661336616829077,4.61432781023584,4.534523538378785,4.652300415869725,3.6386713779843656,4.1497597028177164,4.984339273499302,4.417521001675796,3.7341839501906007,4.383354091332373,2.533624235856142,3.028925629722316,4.191066005475092,3.973503868729634,4.785242496976437,4.521132281390027,3.7943542773987007,4.9706862025941545,4.244747274969045,4.120549606946627,3.9563215581990723,4.286211874421783,3.8371615287738816,3.4461921068524863,2.6480833314800867,4.005915433333212,5.199235159477092,4.4971172007438005
15,4.974877239444873,4.762502361121982,5.005698615354426,4.9699585026879065,4.968988296883779,4.877311511309457,3.570509940613731,5.043828197824477,4.91030202573105,4.858055463687997,4.332850669111597,3.7637350373073843,4.995046700699142,4.008333459150329,3.5270896782733554,4.313204573004272,3.2078745822351515,3.514353594609588,4.464903086920598,3.6990530094080714,4.251428769550037,4.349316092178263,3.536150829151723,4.6607818483426495,4.0499582921683155,4.707607690419566,4.124883108505183,4.979868234310042,3.3235375651293846,3.3882954854351803,1.8518281532458345,3.5829222177000175,4.100169547763297,4.572383727791548
16,4.008173094857129,3.834916295405257,3.991943527539495,2.9036380105942974,4.558212439708731,4.235579277457488,3.1241723466940647,4.003006338222822,3.907043497656401,4.444610416671707,2.7651579537232163,3.6533690975053053,4.027396637065169,3.5741057025519565,3.966837065069282,3.67339773417589,3.1111115046095406,2.9779994831038414,3.8574843669159264,4.582386639577504,4.5083783082474485,4.328323308300417,3.824513526249934,4.2002482898221105,3.431383330869789,3.373918862153118,3.8982007773605343,3.164282305020988,3.877509964702479,4.9748296503015705,3.6815808013687255,4.983308881040197,4.980413553498234,3.9979957552879863
17,3.9981915505888916,3.9974461551245795,4.028496722108975,3.5475563509919867,4.920798600658407,4.15010276530065,2.885800671935348,4.141094930111467,4.099226743899701,4.515257447271533,3.0454049170772794,3.504588424627305,3.9887359436356755,3.517641807649039,3.7102628317785595,3.4966510239495423,2.3469469250817614,3.9487975836285103,3.2752278797141527,3.409769179487124,4.710956524041514,3.827672883842602,2.466151426811219,4.0169499785293254,4.039829576570667,3.878112890047149,3.7365796071729487,3.7158994715600797,3.181066689758139,4.194196831545951,2.63900842387252,3.317056164652254,4.199679415251177,3.964816946050096
18,4.985551649434697,4.494746589580539,4.986374227637337,3.7611941162621316,4.958349661182264,4.589548222597756,2.9215584821714855,4.728744709213062,4.647915492497887,4.690429974150129,3.920501238856334,4.392200626914613,4.9985331418529695,4.99184097761822,3.7826341398962606,4.538996381559097,2.7381101524579785,3.9072944334380715,4.379028461097019,3.6257893673379424,5.002955082578886,4.258904917294726,3.5259497605580568,4.581467259703124,4.971178045205729,4.594643939576325,4.288395569609609,4.535578762288717,4.166787772738686,3.5291572636175226,3.094590812064449,3.5065759621367416,4.689514025436076,4.276214179426114
19,4.9227939186688365,4.989260450359571,4.486262373155275,3.8940085200587657,5.344514250867008,5.016460319999201,3.3626489140374867,4.879869744546413,4.970780515875876,5.176548554929305,3.593560778091833,4.655981264780748,4.875756746141118,4.298897610396202,4.977172973666152,4.015266383672209,2.8339816733966647,5.115491917585691,3.8007199845062485,4.364701853640682,5.000086655086913,4.96523996597818,3.0143673775497906,5.004565177069587,4.979571296311857,4.607433038874058,5.018123711740477,4.32765918076211,4.307401007658263,4.871421678949012,2.9884204768703744,3.8352654262274113,4.655082731250252,3.580490429773111
20,4.727068615144458,4.972071316620321,4.470751572236858,3.989351578073468,4.989135935025106,4.779875352486612,3.8981399441371223,4.676616036751798,4.695298380790097,4.982481126383892,4.016251346971909,4.074128290623607,4.938250386930238,4.016283216107032,4.069318511830726,4.318823413609083,2.640638422984476,3.5292829007062343,4.256112201495802,4.58201805858895,5.185483069981093,4.617828543915716,3.996743201658439,4.976681994567963,4.132989034994862,4.5391309014197585,4.4097252635909125,4.325410664702992,3.354412696865265,4.646253055235271,2.990857458200906,4.731899746334129,4.002258613969656,4.990899084261368
21,3.0894321204227304,3.9665348428745126,3.1648086510529723,3.242052965392279,3.0095785414761207,2.925053785638935,2.415191134213248,3.021603347361248,3.454417959797029,3.496081983370453,3.9612885340050417,2.6838500087670476,3.0079156455935694,3.2641666798780693,1.6552733040614842,3.19441303159316,1.352609900171322,2.56777790858846,2.4262607292703255,1.9998326838473452,3.002990171686802,2.2812994556831323,1.8587032937741375,3.0107167411111515,2.9093136491906564,3.964562171042721,3.158030289133856,3.99210577284264,1.00584105370811,2.2444912004555864,1.040843611426819,1.0085406981057696,1.2445775783611845,3.025995147519416
22,4.3838601148412355,4.009769423698286,3.8009171787114204,3.3107967748764904,4.377523609539712,4.168135741699296,3.9839630449732772,4.037255332103605,3.999334188401896,4.348519161212407,3.4596527006399755,3.8046834841586907,4.070661741973264,3.8583311063933254,3.335480766225507,4.111984164749637,2.08091259042572,2.897121092563024,3.0037350505031624,3.909641103617675,4.462104291281699,4.9682847432523625,3.4031680133311824,4.975365486322981,3.4068006440250413,3.6103008547000637,3.8886035603750333,3.682139793412362,3.142733434890676,3.3461852343876664,2.3627753999854684,4.636708746914688,4.573723827686645,3.8601434613430294
23,3.7770098537023866,3.985395611361052,3.7702794955308496,2.7951422516758777,3.7528249503072857,4.151804775174474,2.008618710543539,3.77727171554744,3.76523564091096,3.7611905687853477,3.4395750983160194,3.9618302907795377,4.8434284064010145,4.984789410732034,3.09573635864626,4.069281909375526,2.83409210274551,3.8908763651073404,4.336448034556426,4.239336939250426,4.464757084151484,3.911268723173431,3.6556653582370076,3.429349374738503,3.9973694248569744,3.8692646303914238,3.2181394315278897,3.748930475485663,3.985359149805101,3.62846536218609,4.978018280715294,4.003834469680743,3.015284894168096,4.986621850686696
24,4.976114540777351,4.996295579737759,4.979270727864551,3.698146111841052,4.990057533674163,4.998355432555744,3.58731039296864,4.972621895862445,4.896871509379349,5.009347653385017,3.7003954903351537,4.520987375608264,5.341326504203657,4.1543495031591515,4.977732400359635,4.396609544292301,3.42177633285667,3.495151628782775,4.8525634215649385,5.296572307015213,5.1972190584187725,4.735748126629096,4.9695886258278,5.00300648780202,4.487123558857375,4.551910489020578,4.977673156183427,4.2790136164774015,4.905106359499926,5.2221244064466905,2.9823106334053606,5.1899321894453045,4.363678469556559,4.468657761727668
25,4.4178798885163255,4.974667818751837,4.0196512520449454,3.6244262911767047,4.750324041919889,4.36565138533374,3.91747866544475,4.3156683983681825,4.493809567953904,4.982796664907504,3.916818102509697,3.9722527478436245,4.006706476951346,3.8990973584542092,3.936895178627042,3.874271106127631,2.2688377499091836,3.721413482501924,3.142741585521218,4.2372378415291925,5.142807774607241,4.475579261195129,3.1130403660304924,4.976615426555589,4.04192000365178,4.351502007718611,4.979607214050287,4.029698498470669,2.827647400493417,4.338553476210288,2.2414217695714655,4.21994254979844,3.8743423387519003,3.5168023461412212
26,4.945254153066257,4.996182048523793,4.694614370261039,4.1476694871188675,4.998353928256392,4.9912943687665665,3.5858358773006205,4.9801672382622275,4.816541183760653,5.014592412398745,4.023942222016604,4.295840522280815,4.933331436219609,4.527391418076078,4.291446252876938,4.359383801437404,3.2528006156764815,4.085619836431389,4.180355440359574,4.502414008181415,5.136612381450479,4.9828551974705615,3.8154872575954477,5.001142093615768,4.481606057105911,4.535283353751738,4.968471975489154,4.39435203860548,4.157065044258793,4.147690296708163,2.8591921294377594,4.872272850111845,4.580450250698352,4.001516145039404
27,4.9298957113275135,5.011959064301701,5.08140235089074,4.598213800070025,4.986802547279462,4.723402609419938,3.9267224783297965,4.829515278142551,4.91296665900741,5.114167437698185,4.939990633547195,4.06550616366119,4.921988796729246,5.044769386903804,3.0061548925785075,4.865957655229257,2.6366597673783225,3.404306509742671,4.078260245603149,3.7418129457155,5.1792075662363795,4.394228682620601,3.560666863296108,4.994046134073175,4.282390886135398,4.9940823439769515,4.469472239051413,5.173424259521266,2.864874164477741,3.2115334047862296,2.4621560917854874,3.7792727191604576,4.136719493084,5.00102775112186
28,4.945078330807275,5.001762198176016,5.158095065723001,4.185611889073137,5.27166527890646,4.8078671731195834,3.543079303859967,4.9454811399906475,5.094225037670157,5.197486344030564,4.311104222075054,4.514511444261771,4.978436840801529,4.998182983088184,4.079260522621739,4.569483205054344,2.989613540957247,4.263973240738207,4.186101885434255,3.967137181599557,5.341819117853344,4.381530269439409,3.483245557022465,4.995652202897925,4.979452460809425,4.98288189278641,4.979452197513058,4.976574319917827,3.973165317247199,3.931338977527702,2.5122066242322156,3.6380024231931603,4.483421640480694,4.480155552068665
29,4.992484922793592,4.97699126165608,4.793957602811691,3.993652421497392,4.994368332148992,4.783138787234133,3.6180999139856134,4.815126356308294,4.769767358176687,4.972646842099483,4.424942806991512,4.399076508981166,4.999917623361361,4.992639798125206,3.622470887136119,4.977317370307495,2.7644169575095794,3.7241480372105245,4.220757101584264,3.9588713867085903,5.254205988664698,4.815176970472912,3.967905133393763,4.99325233479146,4.593068087069447,4.80446591657034,4.467551318123804,4.746517897269245,3.8442200268440185,3.8923870643929073,3.1032239941292477,4.4236473060802615,4.458640257497604,4.881672520525871
30,3.9703807944031397,3.9081216348040866,4.974806556665526,4.122674712953478,4.981702597869182,3.6991814427191216,3.274912696938254,4.051095425504882,4.5559604698503655,4.967246383542409,3.869408469314779,3.395353959949217,3.0468828834399817,3.9938575688057223,2.510874176559496,3.698883212816976,3.1254788644292173,3.134455693336551,3.01495710360754,3.045866116087494,4.0047632992434075,3.008002834902813,2.224932460644387,4.002590174761936,3.5536307352978143,4.302083618766183,4.009869556028645,4.956215086938931,2.4399358194077063,3.2737558467072705,0.9873339491549523,1.4667938456270544,4.39394129021912,3.704561284735971
31,4.528271453297063,4.58247794538245,5.000862738757245,4.306148108711116,4.938865151989541,4.667463529007882,3.4793369531387164,4.763903284408728,4.958253047289149,4.826415447668082,4.027171115204303,4.111906400590579,4.970475661167791,4.309597777076252,3.879108065922052,4.362812138976098,3.3564306297404096,3.781645283086348,4.355643568580957,3.8268577149985923,4.411391086681492,4.1005297604364594,3.7162759451848695,4.606073592793369,4.259416816255913,4.697974346386182,4.292646623055633,4.988432915269331,3.9912092566393014,3.8720250149144566,2.004827390431992,3.4192805183467936,4.001985090179913,4.9927087798795755
32,4.5264754946192,4.304020084025361,4.978181702072446,4.9583128572697435,4.684511618630692,4.796705665890384,2.985853159452974,4.903015232053018,4.643852961891161,4.529285151683009,4.048121156092559,3.402688368884943,4.989547117991247,4.073837199269297,3.249918273773198,3.9971694822135184,3.6723548845314986,3.5146087813981524,4.594673897594959,3.6961373371317414,4.001030731340569,3.985497053030332,3.390573672483126,4.022849372315931,3.738806248074267,4.3601102051638785,3.767920399389882,4.755140052496456,3.50887565693662,3.0614722423193506,2.268972808634347,3.591204751724795,3.970819165174706,4.613359195987044
33,4.993232067827388,5.01881883686117,5.001688984541769,4.61902730161236,5.387174524726536,4.986256949977226,4.948846971105239,4.9835038628420145,5.102327312271986,5.422638566147949,4.447633615838295,4.114548379037489,5.000123903056007,4.215243188032176,3.9664546763358213,4.563452835844752,2.7397346761019126,3.202131239610436,4.002846497944077,4.626724996485913,5.441996355791499,4.99307071077924,4.0004521861125735,5.767087616516541,3.952340968739587,4.677724552375758,4.8760574558253715,4.81066339461891,3.0432382953405384,4.095872892158562,1.985748293854288,5.01999674035345,4.763274772581954,5.197376816838701
34,4.343198514378172,4.500931734875632,4.9997717346983315,4.757228209262813,4.700101389956952,4.830154512343499,4.041425739975473,4.628190008475672,4.95704118864646,4.9794517181492335,4.246750173565904,3.6925814059287823,4.974693450069487,3.835488203289251,3.53293768232401,3.999831295218221,3.6171274793162023,3.020770863894299,4.365501676252987,4.836964131800493,3.8574954529538634,4.165214760547659,3.9360923839207786,4.616657608693019,3.0520735072037155,4.423636951361174,4.090561296379149,4.982251415625434,3.0885183173452595,4.140888910790741,2.1661542583618685,3.6856667768443865,3.7422903965147762,5.07689192663211
35,4.906072339638076,4.622117934205312,4.996400312059343,3.303575204273793,5.102182546116857,4.544703466097284,2.80623040495257,4.4371978927326055,4.9126022463787855,4.999000140491295,4.005844870252247,4.984556612083972,4.997686182712871,4.98851252200281,4.028572805840342,4.961101383575651,2.45407505301098,4.210865890800463,4.094022215354274,3.593742919727943,4.301906225982035,4.230446713522187,3.582422621398288,4.484657858819528,4.995650849971795,4.990282875777068,4.0080208338029895,5.003679887317311,4.4727452883486984,4.977311089298461,3.4072128206686783,2.025592865979596,4.466745292003811,4.433952618349841
36,4.613529254078947,3.9987982567428286,4.978016939119684,3.697397388138737,4.357956182332409,3.9984464328893163,4.288062872502196,4.334242526416553,4.274995463404475,4.327984114753908,3.8752649102231986,3.5053594192874193,4.600767301496784,3.5795463289251255,3.112141522850501,4.491832019076438,2.4401505538484645,1.0223712757676684,4.249887127947947,3.9343574997491886,4.56166306051984,3.8883179133295314,4.977879584842619,4.966992235727539,3.2704076576097627,4.013684614557807,3.819802058514144,4.280390246795785,3.2366822325243274,3.1194556962615843,1.0099314447817844,4.566402711415486,4.201407972990835,4.99286775825765
37,4.997434621384243,5.118156665413989,5.003174487546382,4.707436492142699,4.891790737790553,4.850376715815106,3.7807790341498593,4.979491779474329,4.874295159923597,4.997247615729664,4.9521966191861555,4.007059466587481,5.0708478197673195,4.970751435925283,3.063459622190347,4.989227605628166,2.8964070102595447,3.4134845346875395,4.347722296379528,3.7006111895159006,5.083619973877287,4.572018229636882,3.8476036972045176,4.9064323492520945,4.282461976443763,5.0005509450044565,4.410776592156294,5.125047142649027,3.160363600324406,3.2108970824917065,2.5573497253858375,4.241859939582392,4.0555464401759105,5.092684633106327
38,4.176869518670767,3.739684446017328,4.952519605763935,3.6560272862822054,4.965062513189405,4.00379196888966,2.931975247592363,4.246800158688706,4.216421796573464,4.634425137799964,3.2573868892404563,3.4517339484651464,4.0079515854903445,3.973872808641204,3.3649926768305365,3.5687930256359417,2.736325139756645,3.0117057645868757,3.6835405861498223,3.747740353440021,4.992533205598765,3.2631160763394,2.998385057363604,4.013096487721781,4.001589931098814,3.9178298952662876,3.98006178487725,4.013992204536061,3.2987052942836774,3.6353935014377514,2.2211004964664225,3.1113827679566692,4.640000651954001,3.886730276165862
39,4.813856634712945,4.947435230749233,5.008328211739525,4.276401657813733,5.244039440006315,4.759664824665842,3.1257058107826388,4.966653714352565,4.990345238184934,4.99631216666265,4.019700571569497,4.223952036562574,5.002956444334527,4.3434682676786265,4.258775603440785,4.310514995459339,2.9731374936227586,4.3108606729771815,4.3813530172679,3.579113416614776,5.0080328752821694,4.010760638221142,3.379048234389441,4.574384921263947,4.986527255720368,4.956011851935171,4.637768624558369,4.820046680110593,4.001014727406013,4.2155712174867634,2.251103006368734,3.2998867690714397,4.071927466604666,4.486835503539336
40,4.97357894901401,4.575032052892941,5.198465872574455,4.976856668910668,4.42409678172588,4.645918520165144,3.986594545609447,4.964056281183476,4.4965532305588685,4.497870817339672,4.9938910601089965,3.3435030181067664,5.014250420487078,4.71289881815214,2.0499495217421706,5.213682622637582,3.5388400044974917,1.7261066025591796,5.001995190105015,3.861833175163144,4.668674007330952,4.512874138787959,4.960844041578384,4.717338054953778,3.2778253522319813,4.5217666193608475,3.573227073638036,5.091357623857116,3.066485230602384,2.132442991939878,2.198769538998722,5.318241232685058,4.121667143670518,5.973231092806315
41,4.592006779776907,4.586169646485887,4.799449948973711,4.962755937309503,4.992644577237307,4.982152757132176,3.3049618391936986,4.976401300728511,4.907555807409832,4.834198042671361,3.895999888805978,3.6528304459593213,4.993464738136855,3.7343046907534707,3.985821608807319,3.769195873524369,3.4942140639454182,4.145863943045438,4.352447914947735,3.7922937793729328,4.008232931202942,4.219227845675452,3.0088003548501403,4.386767915738561,3.9831130273972395,4.478228687421051,4.215805785864265,4.693063403258876,3.457770421718828,3.809298008709262,2.1045509841031067,3.449868578186419,4.1242492839403395,4.299375033355484
42,4.028958467801238,4.347751786767452,4.179411603708915,3.9900350187647042,5.008646509778609,4.341150162042872,2.9108934599310117,4.456183528203768,4.463352748291905,4.6443242731101995,3.450011926965443,3.7623574972358416,4.127212312103287,4.182255107872008,3.8330144592816855,3.6061202091484392,2.6329068938913287,4.958832821508799,3.034713383903923,3.00313850123372,4.982593266086753,3.985684138826574,1.9304816843853092,4.227043227004115,4.620189041231239,4.287858788281574,4.441955790991152,4.231321468223883,3.47964030360457,3.3875298969453684,2.0136499498349076,3.099622698017128,3.991048282602305,3.732143290212725
43,4.284166689626646,4.271195086820712,4.283880085939682,3.4279160165935427,4.00991420575911,4.328400674670767,2.8913077024987373,4.182620960989998,4.102962713231953,4.118473205820119,3.977959505572596,3.9140374352861307,4.971997869413893,4.978444854322264,3.150179894349944,4.223183240639203,2.464125532141587,3.3635660649235586,4.097784687923871,3.9133160470312798,4.7949815466784225,4.09487814982893,3.593089064750652,4.212200910489941,4.100598939624428,4.124727517734931,3.985461280771461,4.016511319716251,3.449179240618579,2.9490012813943327,3.6067518249748285,4.171940458332418,3.5932608469548013,4.392511824553679
44,4.2285187655966485,4.119848930659831,4.108698940180331,3.679856076382226,4.979006956069222,3.9914337805409668,3.9955269779744107,4.0731634828514816,4.300327397482002,4.755229890508625,3.577104069823078,3.654158612412151,3.745641081481782,3.851890659947864,3.3675908594322657,3.6806440309421395,1.5783032186907555,3.582245660301573,2.532399019388766,3.0037204219607934,4.997052637615259,4.071790754268574,2.0252301716579266,4.950581783704436,4.04534121696426,4.01366075287091,4.313620379840094,3.9898564466123365,2.219269590189917,3.206064290863923,1.5356157405372115,3.15735055880729,4.5920872489932645,3.666040539335707
45,4.628300834494642,4.508454458877193,4.565183739851755,4.031796502508849,4.964849243909551,4.983064717817221,2.0336293173949898,4.949490336280215,4.660976161102072,4.571669099379583,3.0643043186140626,4.136508525443058,5.082089260108574,3.8936769304764436,4.965432401597453,3.565541241146129,3.604988557124592,5.130938127173688,4.5101491661705575,3.9121413820071953,4.212471600104324,4.235311727991476,3.0172461751658064,3.8487037546207667,4.90675464529675,4.3189704227724235,4.395687619737273,4.038568322542222,4.997834177949335,4.6607522138096655,3.1728449510001635,3.3990253300760194,4.2770148351839,3.264019108856662
46,5.193037356046108,4.933183378674753,4.979071668485306,4.076783559063876,5.211158323571757,4.999269067775491,3.4529675601175973,5.037669301692092,4.971922147181863,5.0076989165605585,4.222377312879068,4.669579492233751,5.3017723143385505,5.067385340998533,4.104639128137453,4.986136183226996,3.01820640467327,4.227119010687189,4.476982967826834,3.9135659264098797,5.1085260712898295,4.986219977050183,3.9248082872920564,5.061841024540003,4.9796560458328605,4.866067422335313,4.536622647584931,4.8436101740517294,4.48073679788974,4.010116494328659,3.152360063052368,4.252223163023452,4.8414780984671575,4.827268651866986
47,4.749506680116195,4.913553687926859,4.480727503865351,4.167708166627989,4.874571897514856,4.976643967300223,3.6209481759907876,4.756256796490449,4.716968115046837,4.97288666206415,4.067439957786048,4.184481693394854,4.9964592403757955,4.303466213808095,4.023481993683412,4.298892452424197,2.9906431588350273,3.984733360073818,4.048084004472849,4.829659032165445,4.857971464250105,4.976728904145985,3.8018234911394133,4.813316423062384,4.003653775351879,4.476010850329028,4.42270500062291,4.446975576901985,3.7517543249965004,4.433644125902061,3.226867016754503,4.572058809179578,4.012740575868052,4.431361775734633
48,4.608264862028442,4.4477031618612015,4.483989889537367,3.704687765776896,4.526440848822475,4.944212757527095,2.3812495478738547,4.672126086592239,4.519804006823879,4.450948770057172,3.4410075489610654,4.350178289311911,5.27373215393893,4.453150142393963,4.36310252148727,4.096085593088022,3.601273112486063,4.4348316063268785,4.618469651380447,4.6699437061857845,4.119620365136889,4.66357466953108,3.8841406617937033,4.018817351886287,4.318779895769623,4.226624159145522,4.020915111162416,4.184905773799071,4.978284705380059,4.521978218130354,3.9912978439260884,4.00676947678139,4.009683796420686,4.004727029569621
